00;000;PABL;Buckland, Buckland Airport;AK;United States;4;65-58-56N;161-09-07W;;;7;;
03;965;----;Birr;;Ireland;6;53-05N;007-53W;;;70;72;P
03;967;EIME;Casement Aerodrome;;Ireland;6;53-18N;006-26W;;;97;93;P
03;969;EIDW;Dublin Airport;;Ireland;6;53-26N;006-15W;;;68;85;P
03;970;----;Claremorris;;Ireland;6;53-43N;008-59W;;;69;69;P
03;971;----;Mullingar;;Ireland;6;53-32N;007-22W;;;101;104;P
03;973;----;Connaught Airport;;Ireland;6;53-54N;008-49W;;;203;209;
03;974;----;Clones;;Ireland;6;54-11N;007-14W;;;87;89;P
03;976;----;Belmullet;;Ireland;6;54-14N;010-00W;54-14N;010-00W;9;10;P
03;978;----;Finner;;Ireland;6;54-30N;008-14W;;;39;45;
03;980;----;Malin Head;;Ireland;6;55-22N;007-20W;55-22N;007-20W;20;25;P
04;001;----;Breidavik;;Iceland;6;65-32N;024-21W;;;20;;
04;003;----;Kvigindisdalur;;Iceland;6;65-33N;024-01W;;;49;;
04;005;----;Bolungavik;;Iceland;6;66-09N;023-15W;;;23;24;
04;007;----;Holar I Dyrafirdi;;Iceland;6;65-52N;023-36W;;;30;;
04;010;----;Nedri-Holl;;Iceland;6;64-48N;023-02W;;;8;;
04;013;BIST;Stykkisholmur;;Iceland;6;65-05N;022-44W;;;8;8;
04;014;----;Reykjanesviti;;Iceland;6;63-49N;022-43W;;;20;26;
04;017;----;Aedey;;Iceland;6;66-06N;022-40W;;;5;;
04;018;BIKF;Keflavikurflugvollur;;Iceland;6;63-58N;022-36W;63-58N;022-36W;52;54;P
04;025;----;Reykholar;;Iceland;6;65-27N;022-12W;;;11;;
04;027;----;Asgardur;;Iceland;6;65-14N;021-45W;;;10;;
04;030;BIRK;Reykjavik;;Iceland;6;64-08N;021-54W;;;54;61;P
04;034;----;Stafholtsey;;Iceland;6;64-37N;021-36W;;;14;;
04;038;----;Eyrarbakki;;Iceland;6;63-52N;021-09W;;;5;5;
04;041;----;Tannstadabakki;;Iceland;6;65-17N;021-06W;;;8;;
04;042;----;Hjardarland;;Iceland;6;64-15N;020-25W;;;101;;
04;044;----;Hella;;Iceland;6;63-50N;020-24W;;;20;;
04;045;----;Blonduos;;Iceland;6;65-40N;020-18W;;;23;22;
04;048;BIVM;Vestmannaeyjar;;Iceland;6;63-24N;020-17W;;;118;124;P
04;050;----;Haell;;Iceland;6;64-04N;020-15W;;;121;;
04;051;----;Hraun A Skaga;;Iceland;6;66-07N;020-07W;;;3;;
04;052;----;Basar;;Iceland;6;64-41N;019-29W;;;240;;
04;053;----;Bergstadir;;Iceland;6;65-42N;019-37W;;;43;43;
04;055;----;Nautabu;;Iceland;6;65-27N;019-22W;;;115;;
04;056;----;Hveravellir;;Iceland;6;64-52N;019-34W;;;641;642;
04;058;----;Vatnsskardsholar;;Iceland;6;63-25N;019-11W;;;20;;
04;059;----;Saudanesviti;;Iceland;6;66-11N;018-58W;;;30;;
04;062;----;Nordurhjaleiga;;Iceland;6;63-30N;018-23W;;;18;;
04;063;BIAR;Akureyri;;Iceland;6;65-41N;018-05W;;;23;27;P
04;064;----;Kirkjubaejarklaustur;;Iceland;6;63-47N;018-04W;;;32;38;
04;065;BIGR;Grimsey;;Iceland;6;66-32N;018-01W;;;15;16;
04;066;----;Versalir;;Iceland;6;64-27N;018-45W;;;610;;
04;069;----;Stadarholl;;Iceland;6;65-49N;017-12W;;;42;;
04;071;----;Manarbakki;;Iceland;6;66-12N;017-06W;;;17;;
04;072;----;Fagurholsmyri;;Iceland;6;63-53N;016-39W;;;46;;
04;073;----;Grimsstadir;;Iceland;6;65-38N;016-07W;;;384;386;
04;077;BIRG;Raufarhofn;;Iceland;6;66-27N;015-57W;;;8;8;P
04;080;----;Snaefellsskali;;Iceland;6;64-48N;015-38W;;;810;;
04;081;----;Saudanes;;Iceland;6;66-15N;015-16W;;;17;;
04;082;BIHN;Akurnes;;Iceland;6;64-18N;015-13W;;;17;21;P
04;085;BIVO;Skjaldthingsstadir;;Iceland;6;65-42N;014-49W;;;44;48;
04;087;----;Strandhofn;;Iceland;6;65-54N;014-39W;;;20;19;
04;089;BIEG;Egilsstadir;;Iceland;6;65-17N;014-24W;;;23;23;
04;091;----;Reydarfjordur;;Iceland;6;65-02N;014-14W;;;25;;
04;094;----;Nupur;;Iceland;6;64-42N;014-06W;;;25;;
04;097;----;Dalatangi;;Iceland;6;65-16N;013-35W;;;9;11;P
04;101;----;Bjargtangar;;Iceland;6;65-30N;024-31W;;;35;36;
04;103;----;Patreksfjordur;;Iceland;6;65-36N;024-00W;;;3;4;
04;104;----;Gufuskalar;;Iceland;6;64-54N;023-56W;;;6;7;
04;109;----;Thverfjall;;Iceland;6;66-03N;023-19W;;;752;753;
04;110;----;Navy Operated Automatic Meteorological Observing System ;;Greenland;6;72-17N;038-48W;;;3195;;
04;115;----;Dynjandiheidi;;Iceland;6;65-42N;023-05W;;;620;621;
04;119;----;Thingmannaheidi;;Iceland;6;65-38N;022-48W;;;298;299;
04;120;----;Grindavik;;Iceland;6;63-51N;022-25W;;;3;4;
04;124;----;Straumsvik;;Iceland;6;64-03N;022-20W;;;4;5;
04;126;----;Grundartangi;;Iceland;6;64-21N;021-47W;;;4;5;
04;130;----;Reykjavik;;Iceland;6;64-08N;021-54W;;;52;53;
04;131;----;Gjogur;;Iceland;6;65-59N;021-21W;;;31;32;
04;140;----;Thorlakshofn;;Iceland;6;63-51N;021-23W;;;4;5;
04;149;----;Kolka;;Iceland;6;65-24N;019-43W;;;504;505;
04;154;----;Burfell;;Iceland;6;64-05N;019-44W;;;248;249;
04;160;----;Thufuver;;Iceland;6;64-35N;018-36W;;;613;614;
04;161;----;Dalvik;;Iceland;6;65-58N;018-32W;;;3;4;
04;162;----;Veidivatnahraun;;Iceland;6;64-24N;018-30W;;;647;648;
04;165;----;Grimsey;;Iceland;6;66-32N;018-01W;;;16;17;
04;166;----;Jokulheimar;;Iceland;6;64-19N;018-13W;;;726;727;
04;168;----;Sandbudir;;Iceland;6;64-56N;017-59W;;;820;821;
04;170;----;Skardsfjoruviti;;Iceland;6;63-31N;017-59W;;;8;9;
04;180;----;Hvanney;;Iceland;6;64-14N;015-12W;;;4;5;
04;183;----;Fontur;;Iceland;6;66-23N;014-32W;;;43;44;
04;193;----;Gagnheidi;;Iceland;6;65-13N;014-16W;;;948;949;
04;196;----;Kambanes;;Iceland;6;64-48N;013-51W;;;34;;
04;197;----;Dalatangi;;Iceland;6;65-16N;013-35W;;;10;11;
04;201;----;Qaanaaq;;Greenland;6;77-28N;063-13W;;;16;19;
04;202;BGTL;Thule A. B.;;Greenland;6;76-32N;068-45W;76-32N;068-45W;77;77;P
04;203;----;Carey Isl.;;Greenland;6;76-38N;073-00W;;;11;11;
04;207;----;Hall Land;;Greenland;6;81-41N;059-57W;;;105;105;
04;208;----;Edderfugle Oeer;;Greenland;6;74-02N;057-49W;;;40;40;
04;210;----;Upernavik;;Greenland;6;72-47N;056-10W;;;120;122;
04;214;----;Nuussuaq;;Greenland;6;70-41N;054-37W;;;27;27;
04;220;BGEM;Egedesminde;;Greenland;6;68-42N;052-45W;68-42N;052-45W;43;41;P
04;221;BGJN;Jacobshavn Lufthavn;;Greenland;6;69-14N;051-04W;;;29;31;
04;228;----;Attu Kitsissut;;Greenland;6;67-47N;053-58W;;;12;12;
04;230;BGHB;Holsteinsborg;;Greenland;6;66-55N;053-40W;;;12;9;P
04;231;BGSF;Sdr Stroemfjord;;Greenland;6;67-01N;050-42W;67-00N;050-48W;50;53;P
04;242;----;Sioralik;;Greenland;6;65-01N;052-33W;;;14;14;
04;250;BGGH;Godthaab / Nuuk;;Greenland;6;64-10N;051-45W;;;80;70;P
04;253;----;Frederikshaab Isblink;;Greenland;6;62-34N;050-25W;;;22;22;
04;254;----;Godthaab Lufthavn;;Greenland;6;64-12N;051-41W;;;86;92;
04;260;BGFH;Frederikshaab;;Greenland;6;62-00N;049-40W;;;13;15;P
04;261;BGGD;Groennedal;;Greenland;6;61-14N;048-06W;;;35;32;
04;266;----;Nunarsuit;;Greenland;6;60-46N;048-25W;;;33;33;
04;270;BGBW;Narsarsuaq;;Greenland;6;61-10N;045-25W;61-11N;045-26W;34;32;P
04;272;BGJH;Julianehaab;;Greenland;6;60-43N;046-03W;;;32;34;P
04;285;BGAS;Angisoq;;Greenland;6;59-59N;045-12W;;;16;16;
04;301;----;Kap Morris Jesup;;Greenland;6;83-39N;033-22W;;;4;4;
04;305;----;Cape Harald Moltke;;Greenland;6;82-09N;029-55W;;;4;;
04;310;----;Nord;;Greenland;6;81-36N;016-39W;81-36N;016-40W;36;39;
04;312;----;Nord Aws;;Greenland;6;81-36N;016-39W;;;34;34;
04;313;----;Henrik Kroeyer Holme;;Greenland;6;80-39N;013-43W;;;10;10;
04;320;BGDH;Danmarkshavn;;Greenland;6;76-46N;018-40W;76-46N;018-40W;11;12;P
04;330;BGDB;Daneborg;;Greenland;6;74-18N;020-13W;;;44;44;
04;339;BGSC;Scoresbysund;;Greenland;6;70-29N;021-57W;70-29N;021-58W;65;69;
04;340;BGKT;Cape Tobin Automated Reporting Station ;;Greenland;6;70-25N;021-58W;70-25N;021-58W;41;41;
04;341;BGCO;Constable Pynt;;Greenland;6;70-45N;022-39W;;;14;10;
04;351;BGAT;Aputiteeq;;Greenland;6;67-47N;032-18W;;;13;12;
04;360;BGAM;Tasiilaq;;Greenland;6;65-36N;037-38W;65-36N;037-38W;50;52;P
04;361;BGKK;Kulusuk Lufthavn;;Greenland;6;65-35N;037-09W;;;35;37;
04;373;----;Ikermit;;Greenland;6;64-47N;040-18W;;;85;85;
04;382;----;Ikermiuarsuk;;Greenland;6;61-56N;042-04W;;;39;39;
04;390;BGPC;Prins Christian Sund;;Greenland;6;60-03N;043-10W;;;88;75;
06;009;----;Akraberg;;Denmark;6;61-24N;006-40W;;;99;102;
06;010;EKVG;Soervaag / Vagar;;Denmark;6;62-04N;007-17W;;;85;92;
06;011;----;Thorshavn;;Denmark;6;62-01N;006-46W;62-01N;006-46W;54;55;P
06;022;----;Tyra Oest;;Denmark;6;55-43N;004-48E;;;75;75;
06;024;EKTS;Thisted Lufthavn;;Denmark;6;57-04N;008-43E;;;7;7;
06;030;EKYT;Aalborg;;Denmark;6;57-06N;009-51E;57-06N;009-52E;3;13;P
06;034;EKSN;Sindal Flyveplads;;Denmark;6;57-30N;010-13E;;;28;28;
06;041;----;Skagen;;Denmark;6;57-44N;010-38E;;;3;10;P
06;043;----;Frederikshavn;;Denmark;6;57-24N;010-31E;;;83;80;
06;048;EKHS;Hadsund;;Denmark;6;56-43N;010-07E;;;2;2;
06;052;----;Thyboroen;;Denmark;6;56-42N;008-13E;;;2;9;P
06;053;----;Aggersund;;Denmark;6;57-00N;009-18E;;;6;;
06;054;EKHO;Lindtorp Airport;;Denmark;6;56-24N;008-27E;;;15;;
06;058;----;Hvide Sande;;Denmark;6;56-00N;008-08E;;;3;5;P
06;060;EKKA;Karup;;Denmark;6;56-18N;009-07E;;;52;53;P
06;062;EKSV;Skive Lufthavn;;Denmark;6;56-33N;009-10E;;;23;21;
06;066;EKVJ;Stauning Lufthavn;;Denmark;6;56-00N;008-21E;;;5;5;
06;069;----;Foulum;;Denmark;6;56-30N;009-35E;;;54;58;
06;070;EKAH;Tirstrup;;Denmark;6;56-18N;010-37E;;;23;25;P
06;071;----;Fornaes;;Denmark;6;56-27N;010-58E;;;8;10;P
06;078;EKAT;Anholt Island Automated Reporting Station ;;Denmark;6;56-42N;011-33E;;;8;;
06;079;----;Anholt;;Denmark;6;56-43N;011-31E;;;2;3;
06;080;EKEB;Esbjerg;;Denmark;6;55-32N;008-34E;;;30;29;
06;081;----;Blaavand;;Denmark;6;55-33N;008-05E;;;22;18;
06;096;----;Roemoe;;Denmark;6;55-11N;008-34E;;;4;11;
06;099;----;Roemoe Havneby;;Denmark;6;55-05N;008-34E;;;5;;
06;100;EKVA;Vandel;;Denmark;6;55-42N;009-12E;;;73;76;
06;104;EKBI;Billund Lufthavn;;Denmark;6;55-44N;009-10E;;;75;79;P
06;108;EKVD;Vamdrup;;Denmark;6;55-26N;009-20E;;;44;45;
06;110;EKSP;Skrydstrup;;Denmark;6;55-14N;009-16E;;;43;47;P
06;111;----;Baagoe;;Denmark;6;55-18N;009-48E;;;2;;
06;113;----;Toftlund;;Denmark;6;55-11N;009-04E;;;48;;
06;118;EKSB;Soenderborg Lufthavn;;Denmark;6;54-58N;009-47E;;;7;14;
06;119;----;Kegnaes;;Denmark;6;54-51N;009-59E;;;16;17;P
06;120;EKOD;Odense / Beldringe;;Denmark;6;55-29N;010-20E;;;17;17;P
06;124;EKST;Sydfyns Flyveplads;;Denmark;6;55-01N;010-34E;;;6;;
06;131;----;Vesborg;;Denmark;6;55-46N;010-33E;;;5;;
06;142;----;Albuen;;Denmark;6;54-50N;010-58E;;;2;4;
06;143;EKMB;Maribo Lufthavn;;Denmark;6;54-42N;011-27E;;;5;5;
06;149;----;Gedser Odde;;Denmark;6;54-34N;011-58E;;;8;8;
06;150;EKAV;Avno Danish Air Force Base ;;Denmark;6;55-05N;011-47E;;;4;;
06;151;----;Omoe;;Denmark;6;55-10N;011-08E;;;1;3;
06;153;----;Tyvelse;;Denmark;6;55-23N;011-43E;;;35;38;
06;156;----;Holbaek;;Denmark;6;55-43N;011-43E;;;15;;
06;159;----;Roesnaes;;Denmark;6;55-45N;010-52E;;;12;14;
06;160;EKVL;Vaerloese;;Denmark;6;55-46N;012-20E;;;18;31;
06;165;----;Hesseloe;;Denmark;6;56-12N;011-43E;;;8;12;
06;168;----;Nakkehoved;;Denmark;6;56-07N;012-21E;;;37;40;
06;169;----;Gniben;;Denmark;6;56-01N;011-17E;;;13;12;
06;170;EKRK;Koebenhavn / Roskilde;;Denmark;6;55-35N;012-08E;;;44;44;
06;173;----;Stevns;;Denmark;6;55-17N;031-24E;55-17N;012-27E;40;40;
06;179;----;Moen;;Denmark;6;54-57N;012-33E;;;14;16;
06;180;EKCH;Koebenhavn / Kastrup;;Denmark;6;55-37N;012-39E;55-38N;012-40E;5;5;P
06;181;----;Koebenhavn / Jaegersborg;;Denmark;6;55-46N;012-32E;55-46N;012-32E;40;42;
06;183;----;Drogden;;Denmark;6;55-32N;012-43E;;;0;;
06;186;----;Koebenhavn / Landbohoejskolen;;Denmark;6;55-41N;012-32E;;;9;;
06;190;EKRN;Roenne;;Denmark;6;55-04N;014-45E;;;16;16;
06;191;----;Christiansoe;;Denmark;6;55-19N;015-11E;;;13;17;
06;193;----;Hammer Odde;;Denmark;6;55-18N;014-47E;;;11;11;
06;210;EHVB;Valkenburg;;Netherlands;6;52-11N;004-25E;52-11N;004-25E;0;2;
06;225;----;Ijmuiden;;Netherlands;6;52-28N;004-35E;;;12;19;
06;229;----;Texelhors Wp;;Netherlands;6;53-00N;004-43E;;;0;;
06;235;EHKD;De Kooy;;Netherlands;6;52-55N;004-47E;;;0;14;P
06;239;----;F3;;Netherlands;6;54-51N;004-44E;;;0;49;
06;240;EHAM;Amsterdam Airport Schiphol;;Netherlands;6;52-18N;004-46E;;;-4;-2;P
06;241;----;Amsterdam Coenhaven Aws;;Netherlands;6;52-25N;004-52E;;;;0;
06;242;EHVL;Vlieland;;Netherlands;6;53-15N;004-55E;53-15N;004-55E;11;12;
06;244;----;Hoorn Aws;;Netherlands;6;52-39N;005-03E;;;-1;;
06;247;----;Bloemendaal;;Netherlands;6;52-25N;004-33E;;;18;0;
06;248;----;Wudenes;;Netherlands;6;52-38N;005-10E;;;1;0;
06;250;----;Terschelling;;Netherlands;6;53-22N;005-13E;;;26;15;
06;251;----;Terschelling Hoorn;;Netherlands;6;53-23N;005-21E;;;1;2;
06;252;----;K13-A;;Netherlands;6;53-13N;003-13E;;;30;30;
06;253;----;Auk-Alfa;;Netherlands;6;56-24N;002-04E;;;34;34;
06;254;----;Meetpost Noordwuk;;Netherlands;6;52-16N;004-18E;;;17;17;
06;255;----;Noordeluke Zeeraaf;;Netherlands;6;61-14N;001-09E;;;47;47;
06;260;EHDB;De Bilt;;Netherlands;6;52-06N;005-11E;52-06N;005-11E;2;15;P
06;265;EHSB;Soesterberg;;Netherlands;6;52-08N;005-17E;;;20;25;
06;267;----;Stavoren Aws;;Netherlands;6;52-53N;005-21E;;;3;;
06;268;----;Houtrib;;Netherlands;6;52-32N;005-26E;;;2;16;
06;269;EHLE;Lelystad;;Netherlands;6;52-27N;005-31E;;;0;;
06;270;EHLW;Leeuwarden;;Netherlands;6;53-13N;005-46E;;;1;11;P
06;273;----;Marknesse Aws;;Netherlands;6;52-42N;005-53E;;;-3;;
06;275;EHDL;Deelen;;Netherlands;6;52-04N;005-53E;;;48;52;
06;277;----;Lauwersoog Aws;;Netherlands;6;53-25N;006-12E;;;0;;
06;278;----;Heino Aws;;Netherlands;6;52-26N;006-16E;;;5;;
06;279;----;Hoogeveen Aws;;Netherlands;6;52-44N;006-31E;;;12;14;
06;280;EHGG;Groningen Airport Eelde;;Netherlands;6;53-08N;006-35E;;;4;4;
06;283;----;Hupsel Aws;;Netherlands;6;52-04N;006-39E;;;29;;
06;285;----;Huibertgat Wp;;Netherlands;6;53-34N;006-24E;;;0;;
06;286;----;Nieuw Beerta Aws;;Netherlands;6;53-12N;007-09E;;;0;;
06;290;EHTW;Twenthe;;Netherlands;6;52-16N;006-54E;52-16N;006-54E;35;57;P
06;308;----;Cadzand Wp;;Netherlands;6;51-23N;003-23E;;;7;;
06;310;----;Vlissingen;;Netherlands;6;51-27N;003-36E;;;8;10;P
06;312;----;Oosterschelde Wp;;Netherlands;6;51-41N;003-36E;;;0;;
06;316;----;Schaar Wp;;Netherlands;6;51-39N;003-42E;;;0;;
06;319;----;Westdorpe Aws;;Netherlands;6;51-32N;003-54E;;;2;;
06;320;----;Le Goeree;;Netherlands;6;51-56N;003-40E;;;19;19;
06;321;----;Euro Platform;;Netherlands;6;52-00N;003-17E;;;18;18;
06;323;----;Wilhelminadorp Aws;;Netherlands;6;51-32N;003-54E;;;1;;
06;330;----;Hoek Van Holland;;Netherlands;6;51-59N;004-06E;;;7;13;
06;331;----;Tholen Wp;;Netherlands;6;51-31N;004-08E;;;0;;
06;340;EHWO;Woensdrecht;;Netherlands;6;51-27N;004-20E;51-27N;004-20E;20;17;
06;343;----;Rotterdam Geulhaven Aws;;Netherlands;6;51-53N;004-19E;;;4;;
06;344;EHRD;Rotterdam Airport Zestienhoven;;Netherlands;6;51-57N;004-27E;;;-5;-4;
06;348;----;Cabauw Tower;;Netherlands;6;51-58N;004-56E;;;0;2;
06;350;EHGR;Gilze-Rijen;;Netherlands;6;51-34N;004-56E;;;15;24;
06;356;----;Herwijnen Aws;;Netherlands;6;51-52N;005-09E;;;1;;
06;370;EHEH;Eindhoven;;Netherlands;6;51-27N;005-25E;;;23;28;
06;375;EHVK;Volkel;;Netherlands;6;51-39N;005-42E;;;22;21;P
06;379;----;Oost Maarland Aws;;Netherlands;6;50-48N;005-43E;;;49;;
06;380;EHBK;Maastricht Airport Zuid Limburg;;Netherlands;6;50-55N;005-47E;;;114;116;
06;391;----;Arcen Aws;;Netherlands;6;51-30N;006-12E;;;19;;
06;400;EBFN;Koksijde;;Belgium;6;51-05N;002-39E;;;4;9;P
06;407;EBOS;Oostende Airport ;;Belgium;6;51-12N;002-52E;;;4;5;P
06;408;----;Oostende Pier ;;Belgium;6;51-14N;002-55E;;;12;15;P
06;428;EBMT;Munte;;Belgium;6;50-56N;003-44E;;;55;60;P
06;431;EBGT;Gent / Industrie-Zone;;Belgium;6;51-11N;003-49E;;;10;13;P
06;432;EBCV;Chievres;;Belgium;6;50-34N;003-50E;;;60;63;P
06;447;----;Uccle;;Belgium;6;50-48N;004-21E;50-48N;004-21E;100;104;P
06;448;EBMB;Melsbroek Bel-Afb ;;Belgium;6;50-54N;004-30E;;;55;;
06;449;EBCI;Charleroi / Gosselies;;Belgium;6;50-28N;004-27E;;;187;192;P
06;450;EBAW;Antwerpen / Deurne;;Belgium;6;51-12N;004-28E;;;12;14;P
06;451;EBBR;Bruxelles National;;Belgium;6;50-54N;004-32E;50-54N;004-28E;55;58;P
06;452;EBBT;Brasschaat;;Belgium;6;51-20N;004-30E;;;22;23;P
06;456;EBFS;Florennes;;Belgium;6;50-14N;004-39E;;;279;299;P
06;458;EBBE;Beauvechain;;Belgium;6;50-45N;004-46E;;;105;127;P
06;462;EBWE;Weelde Military ;;Belgium;6;51-25N;005-00E;;;60;;
06;463;EBTN;Goetsenhoven;;Belgium;6;50-47N;004-57E;;;71;81;P
06;465;EBDT;Schaffen;;Belgium;6;51-00N;005-04E;;;30;54;
06;467;EBBX;Bertrix Bel-Afb ;;Belgium;6;49-54N;005-13E;;;461;;
06;470;EBST;Sint-Truiden;;Belgium;6;50-48N;005-12E;;;74;75;P
06;473;----;Sinsin;;Belgium;6;50-16N;005-15E;;;243;244;
06;476;EBSU;St-Hubert;;Belgium;6;50-02N;005-24E;50-02N;005-24E;563;557;P
06;478;EBLG;Bierset;;Belgium;6;50-39N;005-27E;;;186;178;P
06;479;EBBL;Kleine Brogel;;Belgium;6;51-10N;005-28E;51-10N;005-28E;55;64;P
06;480;----;Meix-Devant-Virton;;Belgium;6;49-36N;005-29E;;;250;252;
06;481;EBZW;Genk;;Belgium;6;50-56N;005-30E;;;61;63;P
06;490;EBSP;Spa / La Sauveniere;;Belgium;6;50-29N;005-55E;;;470;482;P
06;496;EBLB;Elsenborn;;Belgium;6;50-28N;006-11E;50-28N;006-11E;564;570;P
06;585;----;Clervaux;;Luxembourg;6;50-03N;006-01E;;;;454;
06;589;----;Luxembourg Beggen ;;Luxembourg;6;49-39N;006-08E;;;;235;
06;590;ELLX;Luxembourg / Luxembourg;;Luxembourg;6;49-37N;006-13E;49-37N;006-13E;376;379;P
06;597;----;Echternach;;Luxembourg;6;49-48N;006-27E;;;;244;
06;604;LSGN;Neuchatel;;Switzerland;6;47-00N;006-57E;;;485;487;
06;610;LSMP;Payerne;;Switzerland;6;46-49N;006-57E;46-49N;006-57E;490;491;P
06;612;----;La Chaux-De-Fonds;;Switzerland;6;47-05N;006-48E;;;1018;1019;
06;616;----;Fahy;;Switzerland;6;47-26N;006-57E;;;596;597;
06;628;----;Plaffeien-Oberschrot;;Switzerland;6;46-45N;007-16E;;;1042;1041;
06;630;----;Bern-Belp;;Switzerland;6;46-55N;007-30E;;;510;505;
06;632;LSZG;Grenchen;;Switzerland;6;47-10-53N;007-24-59E;;;430;;
06;639;----;Napf;;Switzerland;6;47-00N;007-56E;;;1407;1406;
06;642;----;Langenbruck;;Switzerland;6;47-21N;007-46E;;;735;;
06;643;----;Wynau;;Switzerland;6;47-15N;007-47E;;;422;416;
06;649;----;Laufenburg;;Switzerland;6;47-33N;008-03E;;;322;;
06;652;----;Mettlen;;Switzerland;6;47-07N;008-20E;;;417;;
06;653;----;Beromuenster;;Switzerland;6;47-12N;008-10E;;;693;;
06;654;----;Brugg-Wildegg;;Switzerland;6;47-28N;008-10E;;;350;;
06;657;----;Giswil;;Switzerland;6;46-49N;008-10E;;;489;;
06;658;----;Buochs;;Switzerland;6;46-59N;008-23E;;;442;;
06;660;----;Zurich Town / Ville.;;Switzerland;6;47-23N;008-34E;;;556;569;
06;661;----;Albis;;Switzerland;6;47-17N;008-31E;;;923;;
06;662;----;Trasadingen;;Switzerland;6;47-40N;008-26E;;;402;;
06;669;----;Laegern;;Switzerland;6;47-29N;008-24E;;;868;;
06;670;LSZH;Zurich-Kloten;;Switzerland;6;47-29N;008-32E;;;436;432;P
06;672;----;Altdorf;;Switzerland;6;46-52N;008-38E;;;449;451;
06;680;----;Saentis;;Switzerland;6;47-15N;009-21E;;;2490;2500;
06;681;----;Saint Gallen;;Switzerland;6;47-26N;009-24E;;;779;791;
06;684;----;Weesen;;Switzerland;6;47-08N;009-06E;;;423;;
06;689;----;Hoernli;;Switzerland;6;47-22N;008-57E;;;1144;;
06;690;----;Altenrhein-Flugplatz;;Switzerland;6;47-29N;009-23E;;;398;;
06;691;LSZR;Saint Gallen-Altenrhein;;Switzerland;6;47-29-06N;009-33-43E;;;398;;
06;700;LSGG;Geneve-Cointrin;;Switzerland;6;46-15N;006-08E;;;420;416;P
06;702;----;La Dole;;Switzerland;6;46-26N;006-06E;;;1670;1675;
06;703;----;La Cure;;Switzerland;6;46-28N;006-05E;;;1170;;
06;710;LSGL;Lausanne;;Switzerland;6;46-33N;006-37E;;;616;615;
06;712;----;Aigle;;Switzerland;6;46-20N;006-55E;;;381;383;
06;718;----;Savatan;;Switzerland;6;46-12N;007-01E;;;665;;
06;719;----;Le Grand Saint-Bernard Douane;;Switzerland;6;45-52N;007-10E;;;2460;;
06;720;LSGS;Sion;;Switzerland;6;46-13N;007-20E;;;482;481;P
06;721;----;Fionnay;;Switzerland;6;46-02N;007-19E;;;1500;;
06;724;----;Montana;;Switzerland;6;46-19N;007-29E;;;1508;1508;
06;726;----;Gemmi;;Switzerland;6;46-24N;007-37E;;;2342;;
06;730;----;Jungfraujoch;;Switzerland;6;46-33N;007-59E;;;3580;3576;
06;731;----;Wimmis;;Switzerland;6;46-46N;007-39E;;;630;;
06;734;----;Interlaken;;Switzerland;6;46-40N;007-52E;;;580;579;
06;742;----;Simplon;;Switzerland;6;46-15N;008-02E;;;2008;;
06;743;----;Ernen;;Switzerland;6;46-24N;008-08E;;;1000;;
06;750;----;Guetsch;;Switzerland;6;46-39N;008-37E;46-39N;008-37E;2287;2284;P
06;753;----;Piotta;;Switzerland;6;46-31N;008-41E;;;1007;1016;
06;756;----;Comprovasco;;Switzerland;6;46-28N;008-56E;;;575;552;
06;759;----;Cimetta;;Switzerland;6;46-12N;008-48E;;;1672;1648;
06;760;----;Locarno-Monti;;Switzerland;6;46-10N;008-47E;;;366;380;
06;762;----;Locarno-Magadino;;Switzerland;6;46-10N;008-53E;;;197;198;P
06;770;LSZA;Lugano;;Switzerland;6;46-00N;008-58E;;;273;276;
06;771;----;Stabio;;Switzerland;6;45-51N;008-56E;;;353;356;
06;775;----;Lugano-Agno;;Switzerland;6;46-00N;008-54E;;;279;;
06;781;----;Tavanasa;;Switzerland;6;46-45N;009-03E;;;800;;
06;782;----;Disentis;;Switzerland;6;46-42N;008-51E;;;1190;1180;
06;783;----;San Bernardino;;Switzerland;6;46-28N;009-11E;;;1639;1638;
06;786;----;Chur-Ems;;Switzerland;6;46-52N;009-32E;;;555;556;
06;789;----;Loebbia;;Switzerland;6;46-23N;009-40E;;;1420;1421;
06;790;----;St. Moritz;;Switzerland;6;46-30N;009-51E;;;1850;;
06;791;----;Corvatsch;;Switzerland;6;46-25N;009-49E;;;3315;3299;
06;792;----;Samedam-Flugplatz;;Switzerland;6;46-32N;009-53E;;;1705;1706;
06;794;----;Robbia;;Switzerland;6;46-21N;010-04E;;;1078;1078;
06;990;----;Vaduz;;Liechtenstein;6;47-08N;009-31E;;;460;463;P
07;002;----;Boulogne;;France;6;50-44N;001-36E;50-44N;001-36E;70;74;P
07;003;LFAT;Le Touquet;;France;6;50-31N;001-37E;;;10;14;P
07;005;LFOI;Abbeville;;France;6;50-08N;001-50E;50-08N;001-50E;74;77;P
07;010;----;Dunkerque;;France;6;51-03N;002-20E;51-03N;002-20E;6;23;P
07;015;LFQQ;Lille;;France;6;50-34N;003-06E;50-34N;003-06E;48;52;P
07;017;LFQI;Cambrai;;France;6;50-13N;003-09E;;;78;77;P
07;019;----;Barfleur Point ;;France;6;49-42N;001-16W;;;7;;
07;020;----;La Hague;;France;6;49-43N;001-56W;;;3;9;P
07;022;----;Vigite Du Haumet;;France;6;49-39N;001-30W;;;130;;
